id,date,five_year,quarter,year,month,month_name,day,region,country,alpha2,alpha3,province_state,city,lat,lon,is_success,is_suicide,is_property_damaged,terr_group,is_claimed,attack_type,weapon_type,weapon_subtype,target_type,target_subtype,target_nationality,fatalities_total,fatalities_terrorists,wounded_total,wounded_terrorists,is_hostage,hostages_total,hostage_duration,is_ransom
200902040018,2009-02-04,2006-2010,1,2009,2,Feb,4,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Gasoline/Alcohol,Civilian,Retail_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902050025,2009-02-05,2006-2010,1,2009,2,Feb,5,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Gasoline/Alcohol,Government,Gov_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902060003,2009-02-06,2006-2010,1,2009,2,Feb,6,Eastern,Russia,RU,RUS,Chechnya,Khasavyurt,43.390031,46.616657,1,0,UKN,UKN,0.0,Bombing,Explosives,UKN,Civilian,UKN,Russia,0.0,0.0,2.0,0.0,0.0,0,0.0,UKN
200902090001,2009-02-09,2006-2010,1,2009,2,Feb,9,Southern,Spain,ES,ESP,Madrid,Madrid,40.465595,-3.696263,1,0,1,UKN,0.0,Bombing,Explosives,Vehicle,Civilian,Corporation,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902100008,2009-02-10,2006-2010,1,2009,2,Feb,10,Southern,Spain,ES,ESP,Madrid,Madrid,40.465595,-3.696263,1,0,UKN,UKN,0.0,Bombing,Explosives,Vehicle,Civilian,Public_Area,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902110019,2009-02-11,2006-2010,1,2009,2,Feb,11,Eastern,Russia,RU,RUS,Vorenezh,Vorenezh,51.65,39.2,0,0,UKN,UKN,0.0,Armed Assault,Firearms,Handgun,Government,Gov_Personnel,Russia,0.0,0.0,1.0,0.0,0.0,0,0.0,UKN
200902110020,2009-02-11,2006-2010,1,2009,2,Feb,11,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Education,Educator,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902110036,2009-02-11,2006-2010,1,2009,2,Feb,11,Southern,Greece,GR,GRC,Central Macedonia,Thessaloniki,40.620663,22.952,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Gasoline/Alcohol,Media,Media_Newspaper,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902120018,2009-02-12,2006-2010,1,2009,2,Feb,12,Eastern,Russia,RU,RUS,North Ossetia,Vladikavkaz,43.047456,44.665806,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Security,Military_Personnel,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902120024,2009-02-12,2006-2010,1,2009,2,Feb,12,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,Conspiracy of Cells of Fire,1.0,Infrastructure Attack,Incendiary,Molotov Cocktail/Petrol Bomb,Government,Gov_Personnel,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902120025,2009-02-12,2006-2010,1,2009,2,Feb,12,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,Conspiracy of Cells of Fire,1.0,Infrastructure Attack,Incendiary,Gasoline/Alcohol,Civilian,Legal_Services,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902120026,2009-02-12,2006-2010,1,2009,2,Feb,12,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,Conspiracy of Cells of Fire,1.0,Infrastructure Attack,Incendiary,Gasoline/Alcohol,Government,Gov_Personnel,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902140013,2009-02-14,2006-2010,1,2009,2,Feb,14,Eastern,Ukraine,UA,UKR,Odesa,Odesa,46.484583,30.7326,1,0,1,UKN,0.0,Bombing,Explosives,Vehicle,Security,Police_Personnel,Ukraine,0.0,0.0,1.0,0.0,0.0,0,0.0,UKN
200902150006,2009-02-15,2006-2010,1,2009,2,Feb,15,Eastern,Russia,RU,RUS,Ingushetia,Nazran,43.2267,44.770569,0,0,0,UKN,0.0,Bombing,Explosives,UKN,Civilian,Laborer,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902150013,2009-02-15,2006-2010,1,2009,2,Feb,15,Eastern,Turkiye,TR,TUR,Diyarbakir,UKN,37.924973,40.210983,1,0,UKN,UKN,0.0,Unarmed Assault,Melee,Blunt Object,Security,Police_Personnel,Turkey,0.0,0.0,15.0,0.0,0.0,0,0.0,UKN
200902170015,2009-02-17,2006-2010,1,2009,2,Feb,17,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,Sect of Revolutionaries (Greece),1.0,Infrastructure Attack,Incendiary,Molotov Cocktail/Petrol Bomb,Media,Media_Television,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902170016,2009-02-17,2006-2010,1,2009,2,Feb,17,Southern,Greece,GR,GRC,Crete,Khania,35.516236,24.018807,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Civilian,Private_Vehicle,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902170017,2009-02-17,2006-2010,1,2009,2,Feb,17,Southern,Greece,GR,GRC,Crete,Khania,35.516236,24.018807,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Gasoline/Alcohol,Civilian,Private_Security,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902170018,2009-02-17,2006-2010,1,2009,2,Feb,17,Southern,Greece,GR,GRC,Crete,Khania,35.516236,24.018807,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Civilian,Private_Vehicle,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902170019,2009-02-17,2006-2010,1,2009,2,Feb,17,Southern,Greece,GR,GRC,Crete,Khania,35.516236,24.018807,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Civilian,Private_Vehicle,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902170020,2009-02-17,2006-2010,1,2009,2,Feb,17,Southern,Greece,GR,GRC,Crete,Khania,35.516236,24.018807,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Civilian,Finance_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902170021,2009-02-17,2006-2010,1,2009,2,Feb,17,Southern,Greece,GR,GRC,Crete,Khania,35.516236,24.018807,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Civilian,Entertainment_Venue,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902170022,2009-02-17,2006-2010,1,2009,2,Feb,17,Southern,Greece,GR,GRC,Crete,Khania,35.516236,24.018807,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Gasoline/Alcohol,Civilian,Private_Security,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902180001,2009-02-18,2006-2010,1,2009,2,Feb,18,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,UKN,UKN,0.0,UKN,UKN,UKN,Education,Educational_Facility,Greece,0.0,0.0,1.0,0.0,0.0,0,0.0,UKN
200902180021,2009-02-18,2006-2010,1,2009,2,Feb,18,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,Revolutionary Struggle,1.0,Bombing,Explosives,Vehicle,Civilian,Finance_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902190028,2009-02-19,2006-2010,1,2009,2,Feb,19,Southern,Greece,GR,GRC,Central Macedonia,Thessaloniki,40.620663,22.952,1,0,UKN,UKN,0.0,Infrastructure Attack,Incendiary,Gasoline/Alcohol,Civilian,Corporation,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902190029,2009-02-19,2006-2010,1,2009,2,Feb,19,Southern,Greece,GR,GRC,Eastern Macedonia and Thrace,Xanthi,41.135925,24.883998,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Civilian,Finance_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902230007,2009-02-23,2006-2010,1,2009,2,Feb,23,Southern,Spain,ES,ESP,Basque Country,Lazkao,43.034324,-2.187379,1,0,1,Basque Fatherland and Freedom (ETA),0.0,Bombing,Explosives,UKN,Government,UKN,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902240001,2009-02-24,2006-2010,1,2009,2,Feb,24,Eastern,Hungary,HU,HUN,Pest,Tatarszentgyorgy,47.081539,19.369677,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Civilian,Civilian_Named,Hungary,2.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902240002,2009-02-24,2006-2010,1,2009,2,Feb,24,Eastern,Russia,RU,RUS,Ingushetia,Nazran,43.2267,44.770569,1,0,1,UKN,0.0,Armed Assault,Firearms,UKN,Civilian,Laborer,Russia,1.0,0.0,1.0,0.0,0.0,0,0.0,UKN
200902240010,2009-02-24,2006-2010,1,2009,2,Feb,24,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Bombing,Explosives,Grenade,NGO,NGO_Domestic,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902250012,2009-02-25,2006-2010,1,2009,2,Feb,25,Eastern,Russia,RU,RUS,Ingushetia,Surkhakhi,43.183333,44.9,0,0,0,UKN,0.0,Bombing,Explosives,UKN,Security,Police_Personnel,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902260020,2009-02-26,2006-2010,1,2009,2,Feb,26,Northern,Sweden,SE,SWE,Stockholm,Sodertalje,59.195947,17.627952,1,0,1,Global Intifada,1.0,Infrastructure Attack,UKN,UKN,Civilian,Retail_Facility,Sweden,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902270009,2009-02-27,2006-2010,1,2009,2,Feb,27,Eastern,Russia,RU,RUS,Dagestan,Kayakentsky (District),42.363456,47.891077,0,0,0,UKN,0.0,Bombing,Explosives,UKN,Infrastructure,Energy_Infrastructure,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200902280011,2009-02-28,2006-2010,1,2009,2,Feb,28,Eastern,Russia,RU,RUS,Ingushetia,Ordzhonikidzevskaya,43.316667,45.066667,0,0,UKN,UKN,0.0,Assassination,Firearms,(Semi)Automatic Rifle,Security,Police_Personnel,Russia,0.0,0.0,3.0,0.0,0.0,0,0.0,UKN
200903020014,2009-03-02,2006-2010,1,2009,3,Mar,2,Southern,North Macedonia,MK,MKD,Macedonia,Ohrid,41.12162,20.819441,1,0,1,Macedonian nationalists,0.0,Unarmed Assault,Melee,Blunt Object,Civilian,Tourist,Greece,0.0,0.0,1.0,0.0,0.0,0,0.0,UKN
200903030012,2009-03-03,2006-2010,1,2009,3,Mar,3,Eastern,Russia,RU,RUS,Ingushetia,Nazran,43.2267,44.770569,1,0,1,UKN,0.0,Bombing,Explosives,Grenade,Government,Gov_Personnel,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903030013,2009-03-03,2006-2010,1,2009,3,Mar,3,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,Gangs of Conscience,1.0,Infrastructure Attack,Incendiary,Gasoline/Alcohol,Transport,Rail_System,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903030030,2009-03-03,2006-2010,1,2009,3,Mar,3,Eastern,Russia,RU,RUS,Ingushetia,Nazran,43.2267,44.770569,1,0,UKN,UKN,0.0,Hostage Kidnapping,Firearms,UKN,Government,Gov_Personnel,Russia,1.0,0.0,0.0,0.0,1.0,1.0,48.0,UKN
200903040001,2009-03-04,2006-2010,1,2009,3,Mar,4,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Civilian,Finance_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903070002,2009-03-07,2006-2010,1,2009,3,Mar,7,Southern,Greece,GR,GRC,Central Macedonia,Thessaloniki,40.620663,22.952,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Gasoline/Alcohol,Civilian,Industrial_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903070013,2009-03-07,2006-2010,1,2009,3,Mar,7,Eastern,Turkiye,TR,TUR,Trabzon,Besikduzu,41.051806,39.231571,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Civilian,Food_Beverage,Turkey,0.0,0.0,9.0,0.0,0.0,0,0.0,UKN
200903080001,2009-03-08,2006-2010,1,2009,3,Mar,8,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,NGO,UKN,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903080013,2009-03-07,2006-2010,1,2009,3,Mar,7,Northern,United Kingdom,GB,GBR,Northern Ireland,Antrim,54.713382,-6.216761,1,0,UKN,Real Irish Republican Army (RIRA),1.0,Armed Assault,Firearms,(Semi)Automatic Rifle,Security,Military_Facility,Northern Ireland,2.0,0.0,4.0,0.0,0.0,0,0.0,UKN
200903090001,2009-03-09,2006-2010,1,2009,3,Mar,9,Northern,United Kingdom,GB,GBR,Northern Ireland,Craigavon,54.446968,-6.39292,1,0,UKN,Continuity Irish Republican Army (CIRA),1.0,Armed Assault,Firearms,UKN,Security,Police_Personnel,Northern Ireland,1.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903090009,2009-03-09,2006-2010,1,2009,3,Mar,9,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,Revolutionary Struggle,1.0,Bombing,Explosives,UKN,Civilian,Finance_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903100024,2009-03-10,2006-2010,1,2009,3,Mar,10,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,Revolutionary Struggle,0.0,Bombing,Explosives,UKN,Civilian,Finance_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903110018,2009-03-11,2006-2010,1,2009,3,Mar,11,Eastern,Ukraine,UA,UKR,Kyiv,Kyiv,50.422273,30.457787,1,0,UKN,UKN,0.0,Bombing,Explosives,Projectile,Transport,Rail_System,Ukraine,0.0,0.0,7.0,0.0,0.0,0,0.0,UKN
200903120019,2009-03-12,2006-2010,1,2009,3,Mar,12,Eastern,Russia,RU,RUS,Chechnya,Bamut,42.962411,45.247661,1,0,UKN,UKN,0.0,Bombing,Explosives,UKN,UKN,UKN,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903120020,2009-03-12,2006-2010,1,2009,3,Mar,12,Eastern,Russia,RU,RUS,Ingushetia,Nazran,43.2267,44.770569,0,0,0,UKN,0.0,Bombing,Explosives,UKN,Transport,Road_Infrastructure,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903140023,2009-03-14,2006-2010,1,2009,3,Mar,14,Eastern,Russia,RU,RUS,Ingushetia,Nazran,43.2267,44.770569,1,0,1,UKN,0.0,Bombing,Explosives,Projectile,Civilian,Civilian_Named,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903150030,2009-03-15,2006-2010,1,2009,3,Mar,15,Eastern,Russia,RU,RUS,Ingushetia,Nazran,43.2267,44.770569,1,0,UKN,UKN,0.0,Armed Assault,Firearms,UKN,Government,Gov_Personnel,Russia,1.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903160002,2009-03-16,2006-2010,1,2009,3,Mar,16,Southern,Kosovo,XK,KOS,Zubin Potok,Zubin Potok,42.918365,20.695758,0,0,0,UKN,0.0,Armed Assault,Firearms,UKN,Government,UKN,UKN,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903180031,2009-03-18,2006-2010,1,2009,3,Mar,18,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,Revolutionary Liberation Action (Epanastatiki Apelevtherotiki Drasi) - Greece,1.0,Bombing,Explosives,UKN,Government,Gov_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903190020,2009-03-19,2006-2010,1,2009,3,Mar,19,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,Revolutionary Struggle,0.0,Bombing,Explosives,UKN,Civilian,UKN,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903200007,2009-03-20,2006-2010,1,2009,3,Mar,20,Western,France,FR,FRA,Rhone-Alpes,Lyon,45.764043,4.835659,1,0,UKN,UKN,0.0,Armed Assault,Firearms,Handgun,Civilian,Civilian_Unspec,France,0.0,0.0,10.0,0.0,0.0,0,0.0,UKN
200903230004,2009-03-23,2006-2010,1,2009,3,Mar,23,Western,Germany,DE,DEU,Hesse,Stadtallendorf,50.826617,9.017889,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Gasoline/Alcohol,Religious,Religious_Site,Germany,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903240019,2009-03-24,2006-2010,1,2009,3,Mar,24,Eastern,Russia,RU,RUS,Chechnya,Neftyanka,42.932856,46.256568,1,0,UKN,UKN,0.0,Hostage Kidnapping,Firearms,UKN,Security,Police_Personnel,Russia,1.0,0.0,0.0,0.0,1.0,1.0,UKN,UKN
200903260001,2009-03-26,2006-2010,1,2009,3,Mar,26,Southern,Spain,ES,ESP,Basque Country,Amorebieta,43.220496,-2.733236,1,0,1,Basque Fatherland and Freedom (ETA),0.0,Bombing,Explosives,UKN,Civilian,Residence,Spain,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903260028,2009-03-26,2006-2010,1,2009,3,Mar,26,Eastern,Russia,RU,RUS,Ingushetia,Ekazhevo,43.2,44.816667,0,0,UKN,UKN,0.0,Assassination,Firearms,UKN,Government,Gov_Personnel,Russia,0.0,0.0,1.0,0.0,0.0,0,0.0,UKN
200903260029,2009-03-26,2006-2010,1,2009,3,Mar,26,Eastern,Russia,RU,RUS,Ingushetia,Ordzhonikidzevskaya,43.316667,45.066667,1,0,UKN,UKN,0.0,Bombing,Explosives,UKN,UKN,UKN,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903300001,2009-03-30,2006-2010,1,2009,3,Mar,30,Northern,United Kingdom,GB,GBR,Northern Ireland,Belfast,54.607712,-5.95621,1,0,UKN,Irish Republican Extremists,0.0,Hijacking,Firearms,UKN,Civilian,Private_Vehicle,Northern Ireland,0.0,0.0,1.0,0.0,0.0,0,0.0,UKN
200903300002,2009-03-30,2006-2010,1,2009,3,Mar,30,Northern,United Kingdom,GB,GBR,Northern Ireland,Belfast,54.607712,-5.95621,1,0,UKN,Irish Republican Extremists,0.0,Hijacking,Firearms,UKN,Civilian,Private_Vehicle,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903300003,2009-03-30,2006-2010,1,2009,3,Mar,30,Northern,United Kingdom,GB,GBR,Northern Ireland,Belfast,54.607712,-5.95621,1,0,UKN,Irish Republican Extremists,0.0,Hijacking,Firearms,UKN,Civilian,Private_Vehicle,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903300009,2009-03-30,2006-2010,1,2009,3,Mar,30,Southern,Greece,GR,GRC,Central Macedonia,Thessaloniki,40.620663,22.952,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Molotov Cocktail/Petrol Bomb,Government,Gov_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903300029,2009-03-30,2006-2010,1,2009,3,Mar,30,Northern,United Kingdom,GB,GBR,Northern Ireland,Belfast,54.607712,-5.95621,1,0,UKN,UKN,0.0,Hijacking,Firearms,UKN,UKN,UKN,Iraq,0.0,0.0,0.0,0.0,1.0,UKN,UKN,UKN
200903300030,2009-03-30,2006-2010,1,2009,3,Mar,30,Northern,United Kingdom,GB,GBR,Northern Ireland,Belfast,54.463367,-6.328597,1,0,UKN,Irish Republican Extremists,0.0,Hijacking,Firearms,UKN,UKN,UKN,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903310004,2009-03-31,2006-2010,1,2009,3,Mar,31,Eastern,Russia,RU,RUS,Ingushetia,Nazran,43.2267,44.770569,1,0,UKN,UKN,0.0,Armed Assault,Firearms,(Semi)Automatic Rifle,Government,Gov_Facility,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903310019,2009-03-31,2006-2010,1,2009,3,Mar,31,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Molotov Cocktail/Petrol Bomb,Civilian,Finance_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903310020,2009-03-31,2006-2010,1,2009,3,Mar,31,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Molotov Cocktail/Petrol Bomb,Civilian,Finance_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903310021,2009-03-31,2006-2010,1,2009,3,Mar,31,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Molotov Cocktail/Petrol Bomb,Civilian,Finance_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903310022,2009-03-31,2006-2010,1,2009,3,Mar,31,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Molotov Cocktail/Petrol Bomb,Civilian,Finance_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903310023,2009-03-31,2006-2010,1,2009,3,Mar,31,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Molotov Cocktail/Petrol Bomb,Government,Gov_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903310024,2009-03-31,2006-2010,1,2009,3,Mar,31,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Molotov Cocktail/Petrol Bomb,Government,Diplomatic_Personnel,Pakistan,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903310025,2009-03-31,2006-2010,1,2009,3,Mar,31,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Molotov Cocktail/Petrol Bomb,Civilian,Private_Vehicle,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903310026,2009-03-31,2006-2010,1,2009,3,Mar,31,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Molotov Cocktail/Petrol Bomb,Civilian,Industrial_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903310027,2009-03-31,2006-2010,1,2009,3,Mar,31,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Molotov Cocktail/Petrol Bomb,Civilian,Private_Vehicle,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903310028,2009-03-31,2006-2010,1,2009,3,Mar,31,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Molotov Cocktail/Petrol Bomb,Civilian,Retail_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200903310029,2009-03-31,2006-2010,1,2009,3,Mar,31,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Molotov Cocktail/Petrol Bomb,Civilian,Private_Security,UKN,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200904010004,2009-04-01,2006-2010,2,2009,4,Apr,1,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Civilian,Finance_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200904030016,2009-04-03,2006-2010,2,2009,4,Apr,3,Eastern,Russia,RU,RUS,Ingushetia,Karabulak,43.299012,44.898869,1,0,1,UKN,0.0,Armed Assault,Firearms,(Semi)Automatic Rifle,Civilian,Civilian_Named,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200904060001,2009-04-06,2006-2010,2,2009,4,Apr,6,Western,France,FR,FRA,Corsica,Bonifacio,41.387174,9.159269,0,0,0,UKN,0.0,Armed Assault,Firearms,UKN,Security,Police_Facility,France,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200904090020,2009-04-09,2006-2010,2,2009,4,Apr,9,Northern,United Kingdom,GB,GBR,Northern Ireland,Belfast,54.607712,-5.95621,1,0,UKN,UKN,0.0,Armed Assault,Firearms,UKN,Civilian,Civilian_Unspec,Northern Ireland,0.0,0.0,2.0,0.0,0.0,0,0.0,UKN
200904090024,2009-04-09,2006-2010,2,2009,4,Apr,9,Southern,Greece,GR,GRC,Attica,Piraeus,37.950902,23.641103,1,0,1,Nihilists Faction,1.0,Infrastructure Attack,Incendiary,Gasoline/Alcohol,Religious,Religious_Site,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200904100028,2009-04-10,2006-2010,2,2009,4,Apr,10,Eastern,Russia,RU,RUS,Dagestan,Karabudakhkentsky  (District),42.692332,47.533398,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Infrastructure,Energy_Infrastructure,Russia,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200904100029,2009-04-10,2006-2010,2,2009,4,Apr,10,Eastern,Russia,RU,RUS,Dagestan,Karabudakhkentsky  (District),42.692332,47.533398,0,0,1,UKN,0.0,Bombing,Explosives,UKN,Infrastructure,Energy_Infrastructure,Russia,1.0,0.0,1.0,0.0,0.0,0,0.0,UKN
200904110005,2009-04-11,2006-2010,2,2009,4,Apr,11,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Government,Gov_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200904110006,2009-04-11,2006-2010,2,2009,4,Apr,11,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,Revolutionary Struggle,0.0,Bombing,Explosives,UKN,Civilian,Finance_Facility,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200904110011,2009-04-11,2006-2010,2,2009,4,Apr,11,Southern,Greece,GR,GRC,Attica,Athens,37.99749,23.762728,1,0,1,UKN,0.0,Bombing,Explosives,UKN,Civilian,UKN,Greece,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
200904120015,2009-04-12,2006-2010,2,2009,4,Apr,12,Northern,United Kingdom,GB,GBR,Northern Ireland,Londonderry,55.011562,-7.312045,1,0,1,UKN,0.0,Infrastructure Attack,Incendiary,Arson/Fire,Government,Political_Assembly,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0,0.0,UKN
